Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,ALTY,viper,1,0,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,ALTY,cypher,1,0,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,ALTY,skye,1,0,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,midnightclub,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,midnightclub,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,midnightclub,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,midnightclub,skye,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,midnightclub,chamber,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,MALLUNKULTANE,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,MALLUNKULTANE,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,MALLUNKULTANE,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,MALLUNKULTANE,cypher,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,MALLUNKULTANE,chamber,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Nxiz,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Nxiz,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Nxiz,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Nxiz,cypher,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Nxiz,skye,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Impact Donkey Frags,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Impact Donkey Frags,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Impact Donkey Frags,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Impact Donkey Frags,cypher,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Impact Donkey Frags,reyna,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Underdogs,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Underdogs,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Underdogs,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Underdogs,cypher,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Underdogs,kayo,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,NeedORGPT,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,NeedORGPT,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,NeedORGPT,sage,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,NeedORGPT,raze,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,NeedORGPT,kayo,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Camioneros Valorant Club,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Camioneros Valorant Club,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Camioneros Valorant Club,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Camioneros Valorant Club,cypher,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Camioneros Valorant Club,reyna,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,junummer,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,junummer,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,junummer,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,junummer,cypher,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,junummer,kayo,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Reborn,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Reborn,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Reborn,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Reborn,kayo,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Reborn,chamber,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,RED8,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,RED8,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,RED8,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,RED8,reyna,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,RED8,kayo,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Mkers,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Mkers,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Mkers,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Mkers,cypher,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Mkers,skye,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,ONETAP,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,ONETAP,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,ONETAP,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,ONETAP,cypher,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,ONETAP,skye,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Display Porters,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Display Porters,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Display Porters,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Display Porters,cypher,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Display Porters,skye,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Asteria Gaming,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Asteria Gaming,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Asteria Gaming,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Asteria Gaming,cypher,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Asteria Gaming,skye,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Insight Gaming,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Insight Gaming,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Insight Gaming,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Insight Gaming,cypher,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Insight Gaming,kayo,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Static,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Static,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Static,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Static,skye,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Static,chamber,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,EX-Killabeez,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,EX-Killabeez,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,EX-Killabeez,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,EX-Killabeez,cypher,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,EX-Killabeez,reyna,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,FAKE ESPORT,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,FAKE ESPORT,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,FAKE ESPORT,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,FAKE ESPORT,cypher,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,FAKE ESPORT,kayo,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Team Three,jett,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Team Three,sova,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Team Three,viper,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Team Three,reyna,0,1,1
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,Team Three,chamber,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Cloud9,jett,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Cloud9,sova,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Cloud9,killjoy,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Cloud9,omen,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Cloud9,kayo,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Knights,jett,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Knights,sova,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Knights,killjoy,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Knights,sage,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Knights,astra,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,OpTic Gaming,jett,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,OpTic Gaming,sova,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,OpTic Gaming,brimstone,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,OpTic Gaming,killjoy,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,OpTic Gaming,kayo,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,XSET,jett,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,XSET,sova,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,XSET,brimstone,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,XSET,sage,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,XSET,cypher,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Version1,jett,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Version1,sova,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Version1,killjoy,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Version1,kayo,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Version1,astra,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Luminosity,jett,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Luminosity,sova,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Luminosity,killjoy,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Luminosity,omen,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,Luminosity,kayo,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Breeze,Cloud9,jett,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Breeze,Cloud9,sova,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Breeze,Cloud9,viper,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Breeze,Cloud9,kayo,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Breeze,Cloud9,cypher,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Breeze,Knights,jett,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Breeze,Knights,sova,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Breeze,Knights,viper,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Breeze,Knights,kayo,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Breeze,Knights,cypher,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Haven,Cloud9,jett,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Haven,Cloud9,killjoy,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Haven,Cloud9,omen,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Haven,Cloud9,skye,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Haven,Cloud9,breach,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Haven,Knights,jett,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Haven,Knights,sova,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Haven,Knights,killjoy,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Haven,Knights,omen,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Haven,Knights,skye,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Split,OpTic Gaming,viper,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Split,OpTic Gaming,raze,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Split,OpTic Gaming,chamber,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Split,OpTic Gaming,omen,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Split,OpTic Gaming,breach,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Split,XSET,viper,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Split,XSET,raze,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Split,XSET,chamber,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Split,XSET,skye,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Split,XSET,astra,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,OpTic Gaming,viper,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,OpTic Gaming,raze,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,OpTic Gaming,brimstone,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,OpTic Gaming,chamber,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,OpTic Gaming,skye,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,XSET,jett,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,XSET,sova,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,XSET,viper,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,XSET,raze,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,XSET,astra,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,Version1,jett,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,Version1,sova,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,Version1,viper,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,Version1,raze,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,Version1,brimstone,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,Luminosity,sova,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,Luminosity,raze,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,Luminosity,brimstone,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,Luminosity,chamber,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,Luminosity,sage,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,The Guard,viper,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,The Guard,raze,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,The Guard,brimstone,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,The Guard,skye,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,The Guard,sage,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,Sentinels,jett,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,Sentinels,sova,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,Sentinels,viper,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,Sentinels,raze,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,Sentinels,brimstone,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Fracture,Version1,raze,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Fracture,Version1,brimstone,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Fracture,Version1,chamber,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Fracture,Version1,sage,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Fracture,Version1,breach,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Fracture,Luminosity,raze,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Fracture,Luminosity,brimstone,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Fracture,Luminosity,chamber,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Fracture,Luminosity,breach,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Fracture,Luminosity,cypher,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Icebox,The Guard,jett,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Icebox,The Guard,sova,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Icebox,The Guard,viper,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Icebox,The Guard,chamber,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Icebox,The Guard,omen,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Icebox,Sentinels,jett,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Icebox,Sentinels,sova,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Icebox,Sentinels,viper,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Icebox,Sentinels,chamber,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Icebox,Sentinels,omen,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Haven,Cloud9,jett,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Haven,Cloud9,omen,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Haven,Cloud9,breach,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Haven,Cloud9,killjoy,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Haven,Cloud9,skye,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Haven,OpTic Gaming,chamber,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Haven,OpTic Gaming,brimstone,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Haven,OpTic Gaming,breach,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Haven,OpTic Gaming,skye,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Haven,OpTic Gaming,neon,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Fracture,Cloud9,chamber,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Fracture,Cloud9,brimstone,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Fracture,Cloud9,raze,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Fracture,Cloud9,breach,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Fracture,Cloud9,sage,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Fracture,OpTic Gaming,chamber,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Fracture,OpTic Gaming,raze,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Fracture,OpTic Gaming,breach,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Fracture,OpTic Gaming,viper,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Fracture,OpTic Gaming,astra,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Ascent,Cloud9,sova,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Ascent,Cloud9,jett,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Ascent,Cloud9,omen,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Ascent,Cloud9,kayo,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Ascent,Cloud9,killjoy,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Ascent,OpTic Gaming,brimstone,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Ascent,OpTic Gaming,sova,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Ascent,OpTic Gaming,jett,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Ascent,OpTic Gaming,kayo,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Ascent,OpTic Gaming,killjoy,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Icebox,Luminosity,chamber,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Icebox,Luminosity,sova,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Icebox,Luminosity,jett,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Icebox,Luminosity,omen,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Icebox,Luminosity,kayo,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Icebox,The Guard,chamber,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Icebox,The Guard,sova,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Icebox,The Guard,jett,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Icebox,The Guard,omen,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Icebox,The Guard,viper,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Bind,Luminosity,chamber,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Bind,Luminosity,brimstone,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Bind,Luminosity,sova,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Bind,Luminosity,raze,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Bind,Luminosity,sage,0,1,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Bind,The Guard,brimstone,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Bind,The Guard,raze,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Bind,The Guard,viper,1,0,1
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Bind,The Guard,skye,1,0,1
